,id,minimum_lease,maximum_lease,daily_price,monthly_price,weekend_price,weekly_price,is_hourly_enabled,hourly_price,seo_title,title,description,seo_description,neighborhood,city,postal_code,space_type,location_type,primary_features__c,ideal_for__c,city_slug
1919,15462,7,360.0,,100000.0,,25000.0,False,,Vintage Tugboat,Vintage Tugboat,"This historic vessel is a one-of-a-kind, Instagram-worthy attraction which can be completely customized and docked at any location including The Chelsea Piers, The North Cove (Brookfield Place), The Water Club, The West 79th Street Boat Basin, etc.  Indoor and outdoor space can accommodate restaurant seating for more than 200 people. This is an unforgettable, destination attraction.","This historic vessel is a one-of-a-kind, Instagram-worthy attraction which can be completely customized and docked at any location including The Chelsea Piers, The North Cove (Brookfield Place), The Water Club, The West 79th Street Boat Basin, etc.",Chelsea,New York,10011,Boat,,Street Level,Fashion Show;Private Sale;Art Opening;Late Night Event (after 10pm);Product Launch;Pop-Up Store;Fashion Showroom;Food Event;Corporate Event;Shopping Mall;Photoshoot & Filming,new-york
1921,33034,1,,27000.0,480000.0,27000.0,160000.0,False,,,AV equipped White Box Event Space,"This luxurious ground floor event space was established exclusively for private, social events, weddings, product launches, corporate events, art exhibits, Bar Mitzvahs, Bat Mitzvahs, fundraisers, charities, private concerts, fashion shows, international conferences, corporate meetings, birthdays, Quinceaneras & Sweet 16, awards ceremonies and press events.

What makes our space Unique? Its interior is a modern, luxurious and high tech white canvas with ample space to design any type of event environment. The Main Room boasts a 20-foot-high ceilings surrounded by 145′ of seamless projection mapping. Our space is an event designer’s dream.

We can accommodate from 1 – 800 guests, and is fully equipped with a full chefs catering kitchen, audio visual equipment, VIP green rooms and built in bars.

Lavan Midtown is fully ADA accessible and compliant with all commercial permits.",,,New York,10036,Event Space,,Air Conditioning;Furniture;Counters;Electricity;Fitting Rooms;Handicap Accessible;Heating;Kitchen;Lighting;Security System;Internet;Ground Floor;Bathroom;Bar;Elevator;Daylight;Raw;Whitebox / Minimal;Industrial;Large Door Entrance;Car Display;Multiple Rooms,Fashion Show;Private Sale;Art Opening;Late Night Event (after 10pm);Product Launch;Pop-Up Store;Fashion Showroom;Food Event;Corporate Event;Photoshoot & Filming;Conference;Food & Beverage;Meeting;Photo Shooting,new-york
1928,32440,1,56.0,819.0,13999.0,889.0,5449.0,False,,,22B Stunning Views Empire State + Madison Sq Garden + Freedom Tower & Hudson Yards,"Stunning Views of Manhattan
These rates are only for Showrooms and pop ups. ( 10hr day Max and for extra hours we can discuss the hourly rate ) 
If you wish to host an event, birthday party , dinner etc etc, kindly message us for rates.

Our space is conveniently located in Garment District steps away from Penn Station and port Authority.
We have 5 individual spaces on 22nd & 23rd floor and can accommodate multiple room bookings for all different kind of usage.

Freight Elevators & doorman building, with staff on site.  Studios feature oversized windows and gorgeous views of The Empire State Building, Madison Square Garden, Freedom tower and The Hudson Yards. 
The Oversized Large windows facing East & South and oversized windows facing west has Stunning views of the city.
12+ foot ceilings throughout, the floor has 1 bathroom  and 1 ADA accessible one as well.

Suitable Events for  Meetings, Presentations, Workshops, Interviews/Small Castings, Yoga/Fitness classes, movement classes, birthday parties, weddings, engagement party, Art gallery, Fashion Events, Product launch, Market Week, Film & Photo Shoots and more.
For all bookings $129 cleaning fees will be applied
Kindly get in touch if you have any questions.",,,New York,10018,Event Space,,Air Conditioning;Furniture;Garment Rack;Electricity;Fitting Rooms;Handicap Accessible;Heating;Lighting;Internet;Sound & Video Equipment;Toilets;Stunning View;Bathroom;Elevator;Daylight;Industrial;Water Access;Concierge;Animals Friendly,Fashion Show;Private Sale;Art Opening;Late Night Event (after 10pm);Product Launch;Pop-Up Store;Fashion Showroom;Food Event;Corporate Event;Photoshoot & Filming;Conference;Food & Beverage;Meeting;Office;Photo Shooting,new-york
1935,17857,1,28.0,450.0,6000.0,500.0,2200.0,False,,Gorgeous Event Room in Upper West Side,Gorgeous Event Room in Upper West Side,"Imagine opening a store for a day or for a week! Beautiful, renovated, accessible from the street. With an opportunity to put a temporary small sign on the door. Ideal for a short-term store, medical office, beauty salon, a quick meeting, gallery or video production. We are a real estate office beautifully renovated, with high ceilings and beautifully furnished and appointed.   

Conveniently located in between Upper West Side and Midtown. This is a beautiful ground level meeting room with decorative fireplace, 10"" ceilings, sofa, armchair, coffee table, desk with Apple desktop. Furniture can be removed or rearranged. Easy to book on a short notice.   

Daily price includes 9 hours per day daily. Additional time is $50 per hour. 

Feel free to contact me with any questions. I will try to accommodate your requests as much as I can. Looking forward to hosting you. Previews are welcome.","Imagine opening a store for a day or for a week! Beautiful, renovated, accessible from the street.",Upper West Side,New York,10023,Event Space,,Air Conditioning;Furniture;Garment Rack;Electricity;Handicap Accessible;Heating;Kitchen;Lighting;Street Level;Internet;Window Display;Office Equipment;Sound & Video Equipment;Toilets;Ground Floor,Private Sale;Art Opening;Product Launch;Pop-Up Store;Fashion Showroom;Food Event;Corporate Event;Photoshoot & Filming,new-york
1956,25835,1,3.0,10000.0,,18000.0,,False,,,Beautiful Designer Showroom Retail Space in SoHo,"This is a 4000 SF Retail Space in the heart of SoHo has been converted into a world class furniture showroom with additional 700 SF of space in the basement.

Tenant is open to brand collaborations and minimal buildout events.

Features:
35 FT of Frontage
15 FT Ceilings
60 FT of Skylight in the rear of the space

Top-tier neighbors include: Alexander Wang, Off-White, Kenzo, Vfiles, Acne Studios, CB2, Stadium Goods and much more.",,SoHo,New York,10013,Boutique / Shop,,Electricity;Lighting;Street Level;Window Display;Toilets;Ground Floor;Whitebox / Minimal;Large Door Entrance,Fashion Show;Private Sale;Art Opening;Product Launch;Pop-Up Store;Fashion Showroom;Photoshoot & Filming,new-york
1960,33065,1,672.0,3500.0,42000.0,3750.0,14000.0,False,,,Union Square Event Space available for your next events,"Welcome to our space - the premier event space in NYC with a rich history and unique features. 
Our space boasts 16-foot ceilings, original 1890s windows, and a massive brick wall. The former home of the first edition Batman comic, our space is perfect for hosting corporate events, product launches, private parties, and more. 
With state-of-the-art AV equipment, on-site catering, and experienced event planners, This is the perfect venue to make your event unforgettable. 
Book now and discover why we're one of the most sought-after venues in the city!",,,New York,10003,Photo / Filming Studio,,Air Conditioning;Furniture;Garment Rack;Counters;Electricity;Fitting Rooms;Kitchen;Lighting;Internet;Sound & Video Equipment;Toilets;Bathroom;Elevator;Large Door Entrance;Animals Friendly,Fashion Show;Private Sale;Art Opening;Late Night Event (after 10pm);Product Launch;Pop-Up Store;Fashion Showroom;Food Event;Corporate Event;Photoshoot & Filming;Conference;Food & Beverage;Meeting;Office;Shop Share;Photo Shooting,new-york
1966,33782,1,,800.0,,1200.0,,True,150.0,,Brand New Space for Your Events,"As a family owned and operated events venue, our goal is provide you with impeccable service and the perfect canvas for all of the important celebrations in your life.
A perfect place to host all types of events, such as, weddings, receptions, sweet sixteens, baby and bridal showers, birthdays, family reunions, photo shoots, workshops and conferences. 
The space has two floors, with a additional space for food warming and refrigeration. A professional acoustic audio system available.",,Jamaica Hills,Queens,11432,Event Space,,Air Conditioning;Furniture;Electricity;Handicap Accessible;Heating;Kitchen;Lighting;Street Level;Internet;Office Equipment;Sound & Video Equipment;Toilets;Ground Floor;Bathroom;Daylight;Large Door Entrance;Water Access;Animals Friendly;Soundproof,Fashion Show;Art Opening;Product Launch;Pop-Up Store;Food Event;Corporate Event;Photoshoot & Filming;Conference;Meeting;Office;Photo Shooting,new-york
1972,32370,1,,1000.0,35000.0,1700.0,10000.0,False,,,Raw Historic Underground Gymnasium,"This is a 2500 square foot gymnasium available for video shoots, photo shoots, and events. The space also comes with an adjacent 72 square foot ramp that makes for a cool side room.

The gym measures 50 feet long, 50 feet wide, and 13.5 feet high.

The gymnasium, located beneath a church, was abandoned in the 1970s. From October 2018 through April 2019, the space was renovated and is now available for your use. Thus, the look of the space is raw and industrial, including a retro paint job, a wall of brick, old basketball hoops, and a tiled tin ceiling. The floor is the original concrete, currently not finished, with small pocks and unevenness throughout.

The space lets in very little daylight. Even at high noon on a bright day, there is almost total darkness in the gym. This allows photo and video work to have total control over the lighting.

The gym is equipped with a 5 ton central heating and cooling system, newly installed in 2020, to keep you chill all summer and cozy all winter, and to allow good air circulation.

There are six electricity outlets in the gym, some with one socket, and some with as many as four sockets. One of these six outlets is a 220 volt outlet while the other five outlets support 110 volts. The circuits range from 20 amps to 30 amps.

The two center columns of the Gym are equipped with eight 3000 lumen bright white LED light bulbs for maximum visibility.

The side columns of the Gym are equipped with 7 Phillips Hue bulbs, which can be modified to any color or warm or cool white light, along with a range of brightness levels. The Gymnasium is provided at our default lighting in the photos, and for an additional fee, you may rent a tablet which controls the bulb settings. The 7 Phillips Hue bulbs are not bright enough to fill up the entire room with bright saturated colored light, but it's great ambient lighting for live events, or to compliment the lighting in your photo or video shoot. The rentable tablet also controls the color of the lamp in the Ramp side room. You're also welcome to rent our additional lighting gear to provide the quality of light that you need.

The space is equipped with a powerful WIFI network. 

Renters are able to rent our collapsable movie screen and projector to stage their own film viewings. Our movie screen is approximately 22 feet by 12.5 feet. Our projector is a Panasonic VZ-580. Use of this equipment costs an additional fee.

Renters are able to safely store their equipment in the space overnight. Renters are able to be in the space 24 hours a day, with the exception of Sundays, when we are closed between 7am and 3:30pm.

The venue has a seating capacity of 50. Please notify in advance so that the correct number of chairs can be set in place. If you need more than 10 chairs, the venue will ask a furniture fee. Additional tables are also available for a fee. If you'd like to bring in additional seats, more will fit in the space.

Our venue has a large selection of in-house photo and video gear. For additional add-on fees, renters may use our lights, fog machines, speakers, and more. Please see our add-ons to see the entire selection.

We are picky when it comes to booking events at our space, and say no to the majority of the requests we get, which are for parties and concerts. That said, we do love the events we host here that are right for our church basement. We favor small gatherings with a mellow daytime energy. A screening of your new short film could work great here. A dinner party for a small group of friends could be a great fit.

Also note that while some art exhibitions are occasionally a good fit for our space, we do not host most pop-ups, as they tend to not work well with the multiple spaces in our property.

We regret that at this time, our space does not offer wheelchair access. We’ve spent the last year restoring this basement from the 1800s, but we are not yet at the point where we can afford to build ramps or elevators. With the help of your rentals, our budget will get there. Thank you for your patience.

Our space is more popular during evenings and weekends, and so you will notice that our hourly rate varies. Weekday evenings are priced higher after 6pm. Friday evening and all of Saturday and Sunday are priced at a premium. 

This is located on Bushwick Avenue near the Halsey J and Gates J stations, and a 12 minute walk from the Myrtle Wyckoff L / M station.",,Bushwick,Brooklyn,11221,Warehouse,,Air Conditioning;Garment Rack;Heating;Lighting;Internet;Sound & Video Equipment;Toilets;Bathroom;Industrial;Multiple Rooms;Animals Friendly,Fashion Show;Private Sale;Art Opening;Late Night Event (after 10pm);Product Launch;Pop-Up Store;Fashion Showroom;Food Event;Corporate Event;Photoshoot & Filming;Conference;Food & Beverage;Meeting;Shop Share;Photo Shooting,new-york
1986,33720,1,3.0,300.0,,300.0,,True,50.0,,"Gorgeous studio located in Essex County, NJ","Space is close to NYC and is beautifully decorated. Designed as a Nail Salon/Spa however furniture can be removed to accommodate intimate events, workshops, filming/photoshoots.",,,City of Orange,07050,Boutique / Shop,,Air Conditioning;Electricity;Heating;Security System;Street Level;Internet;Toilets;Bathroom;Multiple Rooms,Private Sale;Product Launch;Pop-Up Store;Photoshoot & Filming;Meeting;Photo Shooting,new-york
1991,32648,28,336.0,,800.0,,,False,,,Bronx & Upper Manhattan CoSharing Commercial Office Desk Rentals,"Offices located near subway and retail stores, high traffic areas to position and grow your business where you want it to be.

We have a variety of solutions for you, be it that you just want a dedicated desk, rotating desk, a private office, half retail space rental or even a full retail space rental. We got the solution for you.

Amenities:

Wi-Fi
Coffee/Tea
Print/Scan/Copy
Window View
Water
All Utilities
Business Address
Internet
Cleaning
Furniture
Monthly Options Available
Security (24/7 Cameras)


Monday to Sunday available.",,,New York,10027,Office Space,,Air Conditioning;Furniture;Electricity;Lighting;Security System;Street Level;Internet;Window Display;Office Equipment;Toilets;Ground Floor;Bathroom,Office,new-york
1994,33751,1,,2800.0,72000.0,5500.0,16000.0,False,,,Manhattan Daylight Penthouse Photo Studio (WHOLE STUDIO),"A large, full-service photo studio located in the heart of NoMad, Manhattan, featuring a skylight, 13' high ceilings, 8' windows, 24' wide cyc and blackout capabilities. 
State-of-the-art equipment rentals, and a removable, acoustically sound wall that can divide the space into two separate areas provides the versatility to meet any of your production needs.",,,New York,10001,Photo / Filming Studio,,Air Conditioning;Furniture;Garment Rack;Electricity;Fitting Rooms;Handicap Accessible;Heating;Lighting;Security System;Internet;Sound & Video Equipment;Toilets;Stunning View;Bathroom;Elevator;Daylight;Whitebox / Minimal;Industrial;Large Door Entrance;Multiple Rooms;Animals Friendly;Soundproof,Fashion Show;Private Sale;Art Opening;Late Night Event (after 10pm);Product Launch;Pop-Up Store;Fashion Showroom;Food Event;Corporate Event;Photoshoot & Filming;Conference;Food & Beverage;Meeting;Photo Shooting,new-york
1995,7765,1,140.0,20833.0,,,,False,,Ground floor Spacious Multi-Story Shop in Busy Soho,SOHO Ground floor and lower level retail Spacious Multi-Story loft,"This vast loft space in the heart of Manhattan’s Soho district is perfect for product launches, trade shows, fashion shows, presentations, showrooms and special events.

With an authentic New York City loft feel, this unique space offers 3 levels (ground, lower level and 2nd floor) each of ~ 10,000 sf. ft. From the ground floor, a large internal staircase leads you to a 10,000 sq. foot a basement with concrete floors and brick walls. When rented it is a total of 20,000 sq. feet. You could combine our second floor as well which wold total 30,000 sq feet.  Please view our other loft spaces in our building. These loft spaces could be transformed into your clients vision. There is a combined 100 feet of store frontage, floor to ceiling windows for marketing, 16 foot finished tin ceilings and a working waterfall.  The interiors are one-of-a-kind with an industrial edge. It is well-equipped to host a range of events with facilities including a three phase 200 amp cam loc tie in, plus 110 outlets throughout the lofts spaces, ADA bathroom.

Second floor
https://www.thestorefront.com/spaces/united-states/new-york/new-york/36965-second-floor-loft-in-soho

5th floor
https://www.thestorefront.com/spaces/united-states/new-york/new-york/42513-5th-floor-lofts-with-skylights-and

4th floor
https://www.thestorefront.com/spaces/united-states/new-york/new-york/42512-meeting-and-event-space-in-soho","This vast loft space in the heart of Manhattan’s Soho district is perfect for product launches, trade shows, fashion shows, presentations, showrooms,  and special events.",SoHo,New York,10013,Creative Space,,Air Conditioning;Electricity;Fitting Rooms;Handicap Accessible;Heating;Lighting;Stock Room;Street Level;Window Display;Toilets;Ground Floor;Elevator;Industrial;Large Door Entrance,Fashion Show;Art Opening;Late Night Event (after 10pm);Product Launch;Pop-Up Store;Fashion Showroom;Food Event;Corporate Event;Photoshoot & Filming;Conference;Food & Beverage;Meeting;Office;Photo Shooting,new-york
2004,34379,1,336.0,15000.0,35000.0,17500.0,20500.0,False,,,Ground Floor White Box with 24 ft Window Frontage,"White box space in the heart of the Meatpacking District. The main gallery space is approximately 2000 sq ft with an additional ~375 sq ft adjacent finished room. Partial basement access available. Window frontage is approximately 24 feet across. Ceiling height is 11 ft 6 inches.

The walls are a combination of drywall and brick.

In between Caudalie Paris and Warby Parker. Shares the block with Anna Inspiring Jewellery, La Pecora Bianca. Directly across the street from the Highline, The Standard Hotel and diagonally across from a Tesla showroom.",,,New York,10014,Event Space,,Air Conditioning;Electricity;Fitting Rooms;Heating;Lighting;Street Level;Window Display;Ground Floor;Bathroom;Daylight;Whitebox / Minimal,Fashion Show;Private Sale;Art Opening;Product Launch;Pop-Up Store;Fashion Showroom;Food Event;Corporate Event;Photoshoot & Filming;Conference;Meeting;Shop Share;Photo Shooting,new-york
2013,33962,1,1.0,1500.0,,,,True,225.0,,Downtown Social Photography Office Space with Midtown Skyline View,"Located in the Tribeca East Historic District, on Broadway right off of the N/Q/R train stations on Canal Street and a block from SoHo, is a 335-foot-high tower located on the Northwest corner of Broadway and Walker Street, with loft-like professional spaces. Our digital marketing agency, Artisan Council, holds a social photography studio that also acts as our HQ and everyday office space for our hybrid and remote based employees. 

Boosting amazing 180-degree, wrap-around views that capture uptown and downtown Manhattan, the Empire State Building, the Hudson River and many of the city’s celebrated bridges, we are offering this space on business days for the following: 

Boardroom meetings
Photography and video shoots 

*To note, this is not a sound-proof space for any kind of large-scale/pivotal audio recording as we are located near the Brooklyn Bridge and traffic noise can become distracting during the afternoon rush.

Rules: 
No Adult Content 
Adults 18+ 
Smoke-Free Building 
Some furniture cannot be moved - Desks, Boardroom table, Couch
All event/shooting must be within office space 
Hallway must be kept clean and free of any garbage
Cleanup is rental parties responsibility or can be organized by us for a fee

Security: 
An employee of AC must be present at all times
Need ID to show security to enter the building
Temp Electronic Access via August Home lock (If needed)
Freight is accessible from lobby from 10:00am – 12:00pm & 2:30pm – 4:30pm",,,New York,10013,Photo / Filming Studio,,Air Conditioning;Furniture;Garment Rack;Electricity;Heating;Kitchen;Lighting;Internet;Office Equipment;Toilets;Stunning View;Bathroom;Elevator;Daylight,Photoshoot & Filming;Conference;Meeting;Photo Shooting,new-york
2024,21981,1,,5000.0,,,15000.0,True,500.0,Vintage Restaurant Space,Vintage Bar Restaurant cabaret photo studio Space,"Unique vintage multi-story space including bar/restaurant/gallery and large outdoor space in Bushwick, Brooklyn. High ceiling. Wood Floor. Brick Walls. Sound system. Stage.","Unique vintage multi-story space including bar/restaurant/gallery and large outdoor space in Bushwick, Brooklyn.",Bushwick,Brooklyn,11206,Restaurant / Bar / Cafe,,Air Conditioning;Furniture;Counters;Electricity;Fitting Rooms;Heating;Toilets;Ground Floor;Bathroom;Bar;Garden,Fashion Show;Private Sale;Art Opening;Product Launch;Pop-Up Store;Fashion Showroom;Corporate Event;Photoshoot & Filming;Photo Shooting,new-york
2029,33770,1,2.0,1000.0,,1400.0,,True,200.0,,Event/Creative space/White box East Harlem 1700 sq ft,"Great for parties, exhibitions, meetings, or retreats. Open floor and wall space. Right off FDR in vibrant East Harlem. Contact us for more information.",,,New York,10029,Creative Space,,Whitebox / Minimal,Private Sale;Art Opening;Late Night Event (after 10pm);Fashion Showroom;Photoshoot & Filming;Meeting;Photo Shooting,new-york
2031,34178,1,,3500.0,,3500.0,,False,,,Rooftop with Multiple Indoor Breakout Areas,"Our Rooftop is the perfect location for your next happy hour, outdoor workday, and everything in between. 
The rooftop has a comfortable lounge area, dining tables, bar, and cooler. Outlets allow you to plug in any devices, from laptops to speakers. 
You also have access to the speakeasy conference room and our 15th floor if you need to move the meeting indoors!",,,New York,10001,Rooftop,,Air Conditioning;Furniture;Counters;Electricity;Heating;Kitchen;Internet;Sound & Video Equipment;Toilets;Living Space;Stunning View;Rooftop;Bathroom;Elevator;Daylight;Industrial;Large Door Entrance;Multiple Rooms;Water Access;Smoking Area;Animals Friendly,Late Night Event (after 10pm);Product Launch;Food Event;Corporate Event;Photoshoot & Filming;Conference;Meeting;Office;Photo Shooting,new-york
2035,33982,1,,2100.0,,,,True,325.0,,"A meticulously designed space, featuring a fusion of Nordic and Japanese elements, highlighting the art of contemporary minimalism.","Redefining What Space Means 

Nestled in the trendy neighborhood of LES lies this thoughtfully designed space, featuring a fusion of Nordic and Japanese elements, which highlights the art of contemporary minimalism. 

This 1,700 square feet space is renovated with all creatives in every industry in mind, so let your imagination run free. With its minimal and clean aesthetic, the space not only serves perfectly for photo, video shoots, but as a showroom or gallery exhibit as well. With the capacity to hold up to 200 people and street level access, loading will not be an issue, so plan that next function. 

A variety of exquisitely curated props are available in house, along with a list of equipments for rental and finally an in house cafe serving you drinks from lattes to matcha, so you never have to step a foot outside. 

Not only visually pleasing, featuring artfully plastered accent walls and specialty hand picked furniture mixing wood with metal, the designer built the space with functionality and visual design as a top priority as well. 

We welcome you to get creative.",,,New York,10002,Event Space,,Air Conditioning;Furniture;Garment Rack;Electricity;Handicap Accessible;Heating;Security System;Street Level;Internet;Sound & Video Equipment;Toilets;Ground Floor;Bathroom;Large Door Entrance;Water Access,Fashion Show;Private Sale;Art Opening;Late Night Event (after 10pm);Product Launch;Pop-Up Store;Fashion Showroom;Corporate Event;Photoshoot & Filming;Conference;Meeting;Office;Photo Shooting,new-york
2042,5282,1,,2798.0,,4000.0,,True,350.0,Unique Loft Event Space in SoHo,Unique Loft Event Space in SoHo,"This space is one of New York City’s most unique event venues. Featuring a historic venue, centrally located in Soho, with plenty of natural light and rustic Americana design, it will undoubtedly impress you and your guests. This airy, sun-soaked front room is perfect for events of all kinds. Rustic furnishings, high ceilings, and panoramic windows make it feel spacious and welcoming, while the lofted DJ booth, AV system, and dimmable lights help you create the perfect ambiance. 

Our designer event space is the perfect spot for your birthdays, bridal showers, baby showers, engagement, weddings, product launches, charity parties, off-site company meetings, workshops, social events, networking events, lectures, or panels. 

Rental options:
- Main event venue
- Main event venue and lounge room

Main Event Venue:
Our space is decorated with custom-made furniture taken from actual barns across the US. The space features a DJ booth overlooking the venue and also modular furnishings designed to be used for events of all kinds. Multiple arrangements can be created to host any type of event from a corporate presentation to a holiday-company party. 

The Lounge:
The Lounge is adjacent to the main hall and is comprised of two rooms that can be joined or kept separate according to your needs. It can be converted into a lounge for a more comfortable arrangement, it can serve as a catering/bar area if you'd like to keep those functions away from the main hall or it can be divided into two separate rooms to serve as break-out rooms.

Amenities:
1,000 square foot SoHo-style historic loft with 15-foot ceilings
50 chairs
2 Reclaimed wood bar tables 
10 Elegant Bar Stools
2 Lounge chairs 
3 Dinette tables
Decorated with designer antique props 
Huge windows with natural light 
Receptionist
Projector and screen
Video Conference (Upon Request)
One 40"" flat-panel TV
Sound system
Microphones
Fiber-Optic Internet
Outside catering allowed
Accessible by public transportation (A,C,E,B.D,F,M,N,Q,R,W,6,1)

Seated Theater Style capacity - 50
Seated Banquet style - 20
Standing capacity - 50 for main venue; 75 for main venue +lounge room
U-shape meeting - 15-28 people
Total Square feet - 1000 sq. ft. (main venue + lounge room)

ADDITIONAL FEES:
Cleaning fee - $200 (applies to all bookings)
Security Guard fee - $45 per hour (may apply to some bookings)
Bartender Fee - $45 per hour (may apply to some bookings)","Located at the heart of SoHo, this unique event space is right on Broadway and an ideal venue for a range of events.",SoHo,New York,10013,Event Space,,Air Conditioning;Furniture;Counters;Electricity;Heating;Kitchen;Lighting;Security System;Internet;Office Equipment;Sound & Video Equipment;Toilets;Bathroom;Elevator;Daylight;Industrial;Multiple Rooms;Water Access;Concierge;Animals Friendly,Fashion Show;Private Sale;Art Opening;Late Night Event (after 10pm);Product Launch;Pop-Up Store;Fashion Showroom;Food Event;Corporate Event;Photoshoot & Filming;Conference;Food & Beverage;Meeting;Office;Photo Shooting,new-york
2047,33694,1,,2000.0,30000.0,2500.0,10000.0,False,,,"Spacious, Private Luxe Lounge w/ Exposed Brick & Woodwork","2000 square foot bar and lounge ideal location for gatherings up to 150 people

Ideal for:

• Private events up to 150 people
• Meetings, Conference, Off-site
• Brand activations
• Musical performance/Comedy show

The venue features:
- Furniture providing seating for 50 people
- DJ Booth w/ speakers
- Bluetooth speaker
- Flat screen TVs
- Kitchenette",,Bushwick,Brooklyn,11237,Event Space,,Air Conditioning;Furniture;Garment Rack;Counters;Electricity;Heating;Kitchen;Lighting;Security System;Street Level;Internet;Window Display;Toilets;Ground Floor;Bathroom;Bar;Daylight;Large Door Entrance;Multiple Rooms;Smoking Area,Late Night Event (after 10pm);Product Launch;Pop-Up Store;Food Event;Corporate Event;Photoshoot & Filming;Food & Beverage;Meeting,new-york
2050,31994,1,28.0,600.0,9000.0,,3000.0,False,,,Intimate bright space in Midtown,"Our concept is an event space that offers a stunning convenient location in Midtown to celebrate significant moments. This intimate bright 250 sq ft space can host exhibitions, workshops, meetings, pop-up stores, exclusive sales. space offers wifi, tables and chairs.",,,New York,10001,Creative Space,,Air Conditioning;Furniture;Garment Rack;Electricity;Handicap Accessible;Heating;Lighting;Internet;Office Equipment;Toilets;Elevator;Daylight;Whitebox / Minimal;Concierge,Private Sale;Art Opening;Pop-Up Store;Fashion Showroom;Meeting,new-york
2053,32423,1,28.0,700.0,10500.0,,3500.0,True,100.0,,DUPLEX LOFT WITH PATIO,"The duplex-loft, with outdoor patio located on 22street between 1stand 2nd avenues.
The grand living room with soaring 13’ ceilings, open modern chef’s kitchen, large master bedroom, and full bath with a tub.",,,New York,10010,Apartment / Loft,,Air Conditioning;Electricity;Heating;Kitchen;Street Level;Internet;Toilets;Living Space;Ground Floor;Bathroom;Daylight;Garden;Water Access;Animals Friendly;Terrace,Photoshoot & Filming;Photo Shooting,new-york
2057,15459,1,,3500.0,70000.0,3700.0,22000.0,False,,Your Customizable Mobile Pop-Up Truck,Your Customizable Mobile Pop-Up Truck,"This Mobile Pop-Up Truck is fully customizable. 

Bring your idea to life and promote your brand with a mobile pop-up. These high-end glass trucks can bring your brand wherever you want to be: you can rent these trucks and customize them for one day, one week, a month or longer term. 

The interior space is 9' long x 8' wide with a fully-functional door/entrance into the space, The space itself is open, and you can design it however you want. Create an experiential pop-up that physically engages with your customers, with this super flexible set-up. 

We provide a super quick turnaround and a full turn key solution. Send your inquiry directly to us and we can discuss the next steps. 

We are excited to bringing your brand experience to life, anytime, anywhere!",This Mobile Pop-Up Truck is fully customizable.,Mobile,New York,11211,Truck,,Air Conditioning;Furniture;Garment Rack;Counters;Electricity;Lighting;Street Level;Internet;Window Display;Sound & Video Equipment,Late Night Event (after 10pm);Product Launch;Pop-Up Store;Food Event;Photoshoot & Filming,new-york
2063,27292,1,336.0,7000.0,,,,True,775.0,,Event Space in Meatpacking NYC-FL.5S,"Our Loft is a flexible event space where urban meets modern and the scene never seen. Perched privately on the top floor of the Little Flatiron Building in the heart of the Meatpacking District, our 3,000 sqft. open loft (5S) is preserved with white brick walls and original 1849 exposed wood beams and rafters. Natural sunlight and moonlight filter into the space through our full wraparound floor-to-ceiling windows.
A full greenroom sits in the south west corner of this open space and is perfectly suited for fashion shows, a private office or storage needs. a full commercial kitchen is conveniently located on the north side of the space and may be rented separately.

Hours: 8am - 6pm

Stroll through the space by way of the tour below. Don't forget to open and walk through the double doors.
https://eazel.net/show_vr/20db5399ab01?fullscreen=1&autoplay=1",,,New York,10014,Event Space,,Air Conditioning;Furniture;Garment Rack;Counters;Electricity;Fitting Rooms;Handicap Accessible;Heating;Kitchen;Lighting;Security System;Stock Room;Internet;Sound & Video Equipment;Toilets;Living Space;Stunning View;Bathroom;Bar;Elevator;Raw;Whitebox / Minimal;Industrial;Liquor Licence;Multiple Rooms,Fashion Show;Private Sale;Art Opening;Product Launch;Pop-Up Store;Fashion Showroom;Food Event;Corporate Event;Photoshoot & Filming;Conference;Food & Beverage;Meeting;Shop Share;Photo Shooting,new-york
2064,34831,1,336.0,1200.0,18000.0,1400.0,6000.0,True,100.0,,Cafe In The Lower East Side,"This Lower East Side Bar & Lounge Aka Cafe Has A New York City Urban Community Vibe, With A Huge Bar, Tranquil Dimmed Lighting With A Cozy At Home Feel. Pretty Much 520 Square Feet Of Intimate Space.",,,New York,10009,Restaurant / Bar / Cafe,,Air Conditioning;Furniture;Garment Rack;Counters;Electricity;Handicap Accessible;Heating;Kitchen;Lighting;Security System;Stock Room;Street Level;Internet;Window Display;Toilets;Stunning View;Ground Floor;Bathroom;Bar;Daylight;Industrial;Liquor Licence;Large Door Entrance;Multiple Rooms;Water Access;Smoking Area;Animals Friendly;Soundproof,Fashion Show;Art Opening;Late Night Event (after 10pm);Product Launch;Pop-Up Store;Food Event;Corporate Event;Photoshoot & Filming;Conference;Food & Beverage;Meeting;Shop Share;Photo Shooting,new-york
