,id,minimum_lease,maximum_lease,daily_price,monthly_price,weekend_price,weekly_price,is_hourly_enabled,hourly_price,seo_title,title,description,seo_description,neighborhood,city,postal_code,space_type,location_type,primary_features__c,ideal_for__c,city_slug
1967,11560,1,,250.0,,100.0,1250.0,True,35.0,Bright Gallery in Bethnal Green,Bright Gallery in Bethnal Green,"We have a range of rehearsal and performance spaces available for hire. Our Grade II listed building houses an intimate theatre with seating for 120, a beautiful multi use secret Chapel, a dance studio with a sprung wooden floor and various meeting rooms",This welcoming art gallery is advantageously located in the vibrant area of Bethnal Green close to Shoreditch.,Bethnal Green,London,E2 6HG,Meeting Space,,Air Conditioning;Furniture;Electricity;Heating;Lighting;Security System;Internet;Toilets;Stunning View;Ground Floor;Multiple Rooms;Terrace,Fashion Show;Art Opening;Product Launch;Corporate Event;Photoshoot & Filming;Conference;Meeting;Photo Shooting,london
1979,33222,30,,,10500.0,,,False,,,Gallery space in the heart of Shoreditch,"This gallery space is situated in the popular area of Shoreditch. The creative space is an ideal venue for a Showroom, Exclusive Sales or Corporate Events.

This smart showroom has a dynamic feel with historic windows that allow plenty of natural light into the space, creating a bright ambience. The interiors are creative with white walls and parquet floors giving the space a dynamic feel. Extensive facilities including a storage space and professional lighting make this space a great option for events.

Located close to Old Street and Great Eastern Street, this gallery space is easily accessible and a great location for fashion showrooms and private sales.",,Shoreditch,London,EC2A 3EQ,Art Gallery,,Electricity;Heating;Lighting;Street Level;Internet;Toilets;Living Space;Stunning View;Ground Floor;Raw;Whitebox / Minimal;Industrial,Fashion Show;Private Sale;Art Opening;Product Launch;Fashion Showroom;Photoshoot & Filming;Conference;Photo Shooting,london
2001,33469,1,,1000.0,14996.0,1000.0,5000.0,False,,,Soho loft,"The multi-purpose event space features 3m high ceilings, warehouse-style windows, and exposed brickwork. 
The open-plan reception/kitchen/dining room is perfect for hosting a range of events, with a contemporary kitchen seamlessly integrated into the living space. Two double bedrooms offer floor-to-ceiling windows and fully tiled en-suite or separate bathrooms. We offer a unique blend of contemporary design and heritage features, creating a charming and versatile space.
- Capacity: about 30 standing and seated
- Access: 5min walk from Tottenham court road, Leicester square, Piccadilly Circus 
- Parking: Metered street parking",,,Greater London,W1F 0TB,Event Space,,Electricity;Fitting Rooms;Heating;Kitchen;Stock Room;Toilets;Bathroom;Elevator;Daylight;Industrial;Multiple Rooms;Water Access;Soundproof,Fashion Show;Private Sale;Art Opening;Late Night Event (after 10pm);Product Launch;Fashion Showroom;Food Event;Corporate Event;Photoshoot & Filming;Conference;Food & Beverage;Meeting;Office;Photo Shooting,london
2026,31978,3,28.0,250.0,4000.0,350.0,1400.0,True,50.0,,Bright Gallery on Hackney Road,"The Gallery is located behind the B.T. Batsford bookshop. It is conveniently situated between Broadway Market and Columbia Road. Lots of foot traffic at weekends! Our neighbours include The Marksman, Dom's Subs and Waste! Store.

We would be happy to advertise your event in our shop window and on our chalkboard outside.

The space is designed to showcase the work of artists, designers and crafters. Early exhibitors include the artist Vaughan Grylls, a student artists' event organised by The Filthy Fox and 'Quilts: A Material Culture' with London Craft Week.

The main gallery space is approximately 15m x 4m. There is another area at the bottom of the stairs that can be used as additional exhibition space and/or workshop, or as a drinks reception area. There is a small kitchenette and a large fridge. There is also a small cloakroom and a storage area that is used by the bookshop but can also be used by exhibitors.

The gallery is accessed via the bookshop. However, there is a convenient loading bay at the rear of the property. There is Wi-Fi in the shop and in the front of the gallery. There are roll-down shutters at the front and back of the property, with no other access to the gallery.
 
The gallery opening hours are 12-7 Thursdays to Fridays, 11–6 Saturdays to Sundays, but can be open Wednesdays by arrangement. A private view evening can be held any day of the week from 6-8pm. The gallery should be returned after use to the same state as it was received. A £300 deposit will be required.",,,Greater London,E2 7SJ,Art Gallery,,Electricity;Fitting Rooms;Heating;Kitchen;Lighting;Stock Room;Internet;Bathroom;Daylight;Whitebox / Minimal;Private Parking,Private Sale;Art Opening;Pop-Up Store;Fashion Showroom;Photoshoot & Filming;Shop Share,london
2046,32704,1,7.0,4000.0,,4000.0,,True,500.0,,"Beautiful gallery space, more than 2,000 square - Formerly a banking hall","The gallery space, more than 2,000 square feet in size, is located directly inside the building’s grand double-height entrance doors and constitutes the ground floor of an elegant Grade II listed building. 
Formerly a banking hall, the building dates from the early 19th century; recent renovation work by Soho architects Johanna Molineus has preserved its neoclassical character.",,St. James's,Greater London,SW1Y 4AR,Art Gallery,,Furniture;Garment Rack;Electricity;Heating;Kitchen;Lighting;Security System;Internet;Window Display;Toilets;Stunning View;Ground Floor;Rooftop;Bathroom;Daylight;Whitebox / Minimal;Large Door Entrance;Multiple Rooms;Water Access;Animals Friendly,Fashion Show;Private Sale;Art Opening;Late Night Event (after 10pm);Product Launch;Pop-Up Store;Fashion Showroom;Food Event;Corporate Event;Photoshoot & Filming;Conference;Meeting;Photo Shooting,london
2055,17567,7,,,,,500.0,False,,Shoreditch Space (Lower Ground),Shoreditch Space (Lower Ground),"Nestled in the lively and vibrant area of Shoreditch this lower ground floor space is ideal for pop-up event, private sales, exhibitions and product launches.

Although this space may be small, its central location boasts high footfall making it perfect for a launching your brand. The space comes clean and tidy, clear of furniture, white walls and grey flooring.

Large windows that allow natural light to burst into the space, creating a well-lit ambience.","Nestled in the lively and vibrant area of Shoreditch this lower ground floor space is ideal for pop-up event, private sales, exhibitions and product launches.",Hackney,London,E2 7NX,Boutique / Shop,,Electricity;Heating;Stock Room;Toilets,Private Sale;Late Night Event (after 10pm);Product Launch;Pop-Up Store;Food Event;Corporate Event,london
2059,34805,84,,,2500.0,,,False,,,Stunning Belgravia Office - 2 mins from Hyde Park Corner,"Stunning Victorian Building 2 mins from Hyde park corner station and 5 mins from Victoria Station,.",,,Greater London,W1K 4QN,Other,,Furniture;Electricity;Heating;Kitchen;Lighting;Internet;Window Display;Toilets;Living Space;Stunning View;Ground Floor;Bathroom;Garden;Water Access;Smoking Area;Terrace,Office,london
2076,8342,1,,1200.0,20000.0,1500.0,6000.0,False,,Sleek Art Gallery in Fitzrovia,Sleek Art Gallery in Fitzrovia,"This impeccable 728 sq ft gallery space is situated in the sophisticated and upmarket Fitzrovia. Moments away from Oxford Street, this gallery neighbours another high-end gallery as well as other renowned exhibition venues so it is ideal for all high-end creative pop-up events. 

The space is situated in an strikingly modern building with a beautiful exhibition room and foyer. The foyer has a huge floor to ceiling window frontage which showcases a large and light exhibition room with tall white walls and polished hard wood flooring. Feature and spot lighting as well as catering options make this space ideal for a whole range of smart ideas.",This impeccable 728 sq ft gallery space is situated in the sophisticated and upmarket Fitzrovia.,Fitzrovia,London,W1T 3EJ,Art Gallery,,Electricity;Heating;Kitchen;Lighting;Street Level;Internet;Window Display;Toilets;Bar,Private Sale;Art Opening;Product Launch;Pop-Up Store;Fashion Showroom;Corporate Event;Photoshoot & Filming,london
2101,33220,5,,185.0,3800.0,,1120.0,False,,,First Floor Gallery Space In Shoreditch,"This first floor gallery space is situated in the popular area of Shoreditch. The creative space is an ideal venue for a Showroom, Exclusive Sales or Corporate Events.

This smart showroom has a dynamic feel with historic windows that allow plenty of natural light into the space, creating a bright ambience. The interiors are creative with white walls and parquet floors giving the space a dynamic feel. Extensive facilities including a storage space and professional lighting make this space a great option for events.

Located close to Old Street and Great Eastern Street, this gallery space is easily accessible and a great location for fashion showrooms and private sales.",,Shoreditch,London,EC2A 3EQ,Art Gallery,,Electricity;Heating;Lighting;Internet;Window Display;Toilets;Stunning View;Bathroom,Private Sale;Art Opening;Product Launch;Corporate Event;Photoshoot & Filming;Meeting,london
2103,22720,1,,4800.0,,,,False,,White Space Gallery In Mayfair,White Space In Mayfair - prime location in one of London’s busiest luxury shopping districts.,"This stunning 3300 sq ft converted bank complete with period feature ceilings, situated in the heart of Mayfair, is complete with original ornamental ceiling features combined with industrial exposed pipework creating a remarkable contemporary interior. 

Located in the heart of Mayfair, and a six-minute walk from both Green Park and Oxford Circus, this is a prime location in one of London’s busiest luxury shopping districts. Situated next door to some of the city’s most renowned locations and the most elite brands in the world on New Bond Street and Berkley Square.  

The gallery provides a unique atmosphere for those looking to host a premium event. The pristine interior of a white space gallery makes it the ideal venue for press and brand launches, conferences, private dining, fashion shows, exclusive parties and memorable functions.

The gallery is complete with grey polished concrete floors, white walls and adjustable lighting throughout the space. This venue is well-equipped for your events with a street-level entrance, kitchen area and large professional LED screen.

Please note that there is an additional charge for the art work to be removed. Brands requested to pay a damage deposit before booking","This stunning 3300 sq ft converted bank complete with period feature ceilings, situated in the heart of Mayfair, is complete with original ornamental ceiling features combined with industrial exposed pipework creating a remarkable contemporary interior.",Mayfair,Greater London,W1J 6PY,Art Gallery,,Air Conditioning;Furniture;Electricity;Heating;Kitchen;Lighting;Security System;Stock Room;Street Level;Internet;Window Display;Sound & Video Equipment;Toilets;Industrial,Fashion Show;Late Night Event (after 10pm);Product Launch;Pop-Up Store;Food Event;Corporate Event;Photoshoot & Filming;Food & Beverage,london
2123,20182,21,56.0,,3990.0,,1000.0,False,,Charming Retail Space in bustling Richmond Green,Charming Retail Space in bustling Richmond Green,"Unique architect designed pop up boutique in Richmond. A stunning blend of old and new in this bustling location. 

The space has a traditional shop front onto a busy pedestrian lane just off Richmond Green and is arranged over 2 floors. Inside is a mixture of exposed brick and distressed plaster walls - custom made boards provide a flexible layout and additional display space. Oak flooring throughout. The space is flooded with natural daylight for most of the day but benefits from gallery track lighting. For most of the year the building is a popular contemporary art gallery. Hirers will have full use of the ground and first floors – access will be required by 3 resident artists who use the attic studio. A shared kitchenette and toilet are available in the basement for staff only. Please note no fixings can be made to walls - retailers would need to use free standing rails and shelves.

This Grade 2 listed space is located in affluent Richmond upon Thames. It would make an ideal location for a high-end retail pop up. Neighbours on the same small street include Toast and Aesop, with Antropologie and Margaret Howell nearby.  A lively section of the River Thames is nearby attracting many tourists in the summer months. Richmond is well served by tube and overground trains.",Unique architect designed pop up boutique in Richmond.,,Greater London,TW9 1LZ,Boutique / Shop,,Electricity;Heating;Lighting;Security System;Street Level;Internet;Window Display;Toilets,Pop-Up Store;Fashion Showroom,london
2134,33341,1,7.0,1000.0,,2000.0,5000.0,True,200.0,,Art Gallery - Old Street,"Our venue is the world’s oldest surviving artist co-operatives; founded in 1947 by Henri Cartier-Bresson, Robert Capa, David “Chim” Seymour and George Rodger. Since then, Our photographers have traveled the globe to bear witness to historic moments, embodying an idiosyncratic mix of reporter and artist for which the agency is now synonymous. 

Our Gallery on Old Street is a unique London venue where both vintage and contemporary prints by our photographers can be viewed and purchased.  Our Print Room hosts four exhibitions each year and a variety of events including collectors evenings, lectures and educational activity, celebrating our diverse membership.
 
Full of history and still home to the most prestigious photographers' agency, the location is a unique place to host a private event that can be accompanied with special insight into our world.",,,Greater London,EC1V 3RS,Art Gallery,,Handicap Accessible;Kitchen;Lighting;Internet;Sound & Video Equipment;Toilets;Ground Floor;Water Access,Private Sale;Art Opening;Product Launch;Corporate Event;Conference;Meeting,london
2141,34668,1,,8000.0,120000.0,8000.0,40000.0,False,,,Inspiring modern event venue,"We are an awe-inspiring modern event venue situated on the second floor of an iconic Tower, located on London's vibrant South Bank.
Renowned for its diverse cultural attractions, this venue offers a breathtaking panoramic view of the city's iconic skyline, which can be enjoyed through our floor-to-ceiling windows and balcony.

We boast a compelling history and features two spacious wings. Whether you choose to rent one or both, you'll have exclusive access to the space via our dedicated entrance. Your story begins here.

With the assistance of our meticulous Events Team and the adaptability of the space, we can tailor a wide range of event styles, from weddings and celebrations to corporate conferences and festive Christmas parties.

- Capacity: 200 (seated), 400 (standing)
- Access: 5min walk from Waterloo and Blackfriars stations
- Parking: parking available on site",,,Greater London,SE1 9PP,Event Space,,Air Conditioning;Furniture;Electricity;Fitting Rooms;Heating;Security System;Stock Room;Internet;Office Equipment;Sound & Video Equipment;Toilets;Living Space;Stunning View;Bathroom;Elevator;Daylight;Industrial;Private Parking;Multiple Rooms;Water Access;Smoking Area;Concierge;Soundproof;Terrace,Fashion Show;Art Opening;Late Night Event (after 10pm);Product Launch;Pop-Up Store;Fashion Showroom;Food Event;Corporate Event;Shopping Mall;Photoshoot & Filming;Conference;Food & Beverage;Meeting;Office;Shop Share;Photo Shooting,london
2148,33216,7,28.0,,5000.0,,1500.0,False,,,Feeling Food,"Place, used as a shop, deli, restaurant and event.",,,Greater London,SE15 3HZ,Restaurant / Bar / Cafe,,Furniture;Counters;Kitchen;Lighting;Security System;Internet;Sound & Video Equipment;Bathroom;Liquor Licence;Water Access;Animals Friendly,Fashion Show;Private Sale;Art Opening;Late Night Event (after 10pm);Product Launch;Pop-Up Store;Fashion Showroom;Food Event;Corporate Event;Shopping Mall;Photoshoot & Filming;Conference;Food & Beverage;Meeting;Office;Shop Share;Photo Shooting,london
2152,21091,7,,,10500.0,,2450.0,False,,Exciting Pop Up Space On Redchurch Street,Exciting Pop Up Space On Redchurch Street (Ground floor only),"Redchurch Street is still Shoreditch’s crown jewel when it comes to shopping for the latest and most up to date fashions. This amazing white box space is perfect for any brand that believes themselves worthy to be on Redchurch Street 

Shoreditch is a workplace for creatives and artists, and a shopping destination for fashionistas and design lovers, Redchurch Street attracts a young, hip crowd during the week. Weekends see the numbers boosted by tourists from nearby boutique hotels such as The Boundary and Ace Hotel. Sunday afternoons are especially busy as shoppers make their way here from nearby Columbia Road flower market. 

This space is next to Pret A Manger and a few doors down from well-loved Labour & Wait, Le Labo and Browns Concept Store. Aesop are also on this stretch of road.",Redchurch Street is still Shoreditch’s crown jewel when it comes to shopping for the latest and most up to date fashions.,Shoreditch,London,E2 7DL,Boutique / Shop,,Air Conditioning;Furniture;Garment Rack;Counters;Electricity;Fitting Rooms;Handicap Accessible;Heating;Lighting;Security System;Stock Room;Street Level;Internet;Window Display;Sound & Video Equipment;Toilets;Ground Floor;Bathroom;Daylight;Whitebox / Minimal;Garden;Animals Friendly,Pop-Up Store,london
2163,33581,1,,600.0,,600.0,3000.0,False,,,"Large Daylight / Blackout Warehouse Studio in Brixton, London","We are a 1400 sq ft white brick warehouse studio conveniently located in Brixton, South London.  The studio includes make-up & changing areas, daylight & blackout, kitchen and  client area. We offer the perfect shooting space for all photo, video and food photography shoots.",,Brixton Hill,Greater London,SW2 4EE,Photo / Filming Studio,,Kitchen;Lighting;Internet;Sound & Video Equipment;Living Space;Ground Floor;Daylight;Private Parking;Large Door Entrance,Fashion Show;Art Opening;Product Launch;Food Event;Corporate Event;Photoshoot & Filming;Photo Shooting,london
2168,16769,1,,333.0,8000.0,416.0,2083.0,False,,Blank Canvas Shoreditch Space,High Ceiling Pop Up and Photography Store,"This 300 square foot space is located in the cool and trendy Shoreditch area. The area is full of trendy and quirky independent brands. 

The space is move in ready with grey concrete floor, visible glass frontage, white wall, excellent lighting and electricity with an exposed ceiling. There is photoshoot equipment upon request.

The location is in middle of shoreditch, brick lane and spitalfields areas making it the perfect destination to launch your pop up brand or event.",This 750 square foot space is located in the cool and trendy Shoreditch area on Quaker street.,Shoreditch,London,e1 6sz,Art Gallery,,Air Conditioning;Electricity;Lighting;Toilets;Ground Floor,Private Sale;Pop-Up Store;Fashion Showroom;Photoshoot & Filming;Photo Shooting,london
2184,32743,1,,1100.0,16500.0,1098.0,5500.0,False,,,Contemporary architect's house in Shepperd bush,"Welcome to our contemporary house in West London, a stunning event space perfect for corporate and artistic gatherings. With plenty of natural light and open plan spaces, our venue features a modern kitchen, cozy furniture, and unique design elements such as skylights and a grand piano. Ideal for photo shoots or filming, our property has a European or American-style look that's perfect for any occasion. Contact us to learn more and schedule a tour of this exceptional event space.
- Capacity: about 30 standing and seated
- Equipment: office (screen, projector, flipchart, etc.) and event (speaker, crockery, fully equipped kitchen, etc.)
- Access: 10min walk from Goldhawk Road station 
- Parking: Metered street parking",,,Greater London,W12 9RP,Event Space,,Furniture;Garment Rack;Counters;Electricity;Fitting Rooms;Heating;Stock Room;Internet;Window Display;Office Equipment;Sound & Video Equipment;Toilets;Living Space;Rooftop;Bathroom;Daylight;Multiple Rooms;Water Access;Soundproof;Terrace,Photoshoot & Filming;Photo Shooting,london
2224,16565,1,,2250.0,30000.0,,7500.0,False,,Incredible Noho Showroom Space,Incredible Noho Showroom Space,"Located in the heart of the bustling West End of London, Noho Showroom is Central London's newest blank canvas event and exhibition space. This is an ideal space to launch your pop up showroom space, press shows, photo shoots, art exhibitions and sample sales. 

Only a three minute walk from Oxford Circus, the Noho Showroom offers 800 sq ft of ground floor gallery space, excellent floor to ceiling heights, natural light and an additional 850 sq ft on the lower ground floor. 

The venue also benefits from high footfall and a large visible frontage, perfect for branding and product display.","Located in the heart of the bustling West End of London, Noho Showroom is Central London's newest blank canvas event and exhibition space.",Fitzrovia,London,W1W 7PT,Art Gallery,,Air Conditioning;Counters;Electricity;Fitting Rooms;Kitchen;Lighting;Security System;Internet;Office Equipment;Ground Floor,Fashion Show;Private Sale;Art Opening;Late Night Event (after 10pm);Product Launch;Pop-Up Store;Fashion Showroom;Corporate Event;Photoshoot & Filming,london
2225,34176,1,,500.0,11500.0,,2200.0,False,,,Lower Ground Floor / Lower Ground Floor- Pop Up - Hoxton Square,"Beautiful Space 1200 Sq ft , Lower Ground Floor, own street entrance. Shop front window. Oak floors throughout.  High ceilings. Lots of brick and white walls for the perfect backdrop for brands products or corporate events & wellness events .  A kitchenette on both floors. Fiber WiFi.",,Shoreditch,London,N1 6PB,Boutique / Shop,,Electricity;Lighting;Stock Room;Street Level;Window Display;Toilets;Stunning View;Ground Floor;Whitebox / Minimal,Private Sale;Pop-Up Store,london
2232,13987,7,365.0,,,,70.0,False,,Shop Share in Shoreditch,Shop Share in Shoreditch,"Situated on Brick Lane a prime street in the heart of Shoreditch this shop share is ideal for brands looking to take advantage of the thousands of passers-by. Shoreditch Is home to a multitude of vintage clothes shops, cool coffee bars and retailers, a sought out area for anyone looking to do a Pop-up. 

With up to 1 to 50 sq ft available, from a few days to a few weeks, this is ideal to get your products seen by large volumes of tourists and locals. 

With polished wooden floors, spotlighting, wifi, office equipment and fantastic window frontage this is not one to turn down. Please note that the space could be advantageously rented partially, that means some corner can be booked, but another part of the space could be available at the same time.

Note - there will be a 10% commission charge on your sales made in store.

The store has more than one option to offer, please access this link here for more option within the same location: http://www.thestorefront.com/listings/18837",Situated on Brick Lane a prime street in the heart of Shoreditch this shop share is ideal for brands looking to take advantage of the thousands of passers-by.,Shoreditch,London,E1 6RU,Boutique / Shop,,Heating;Lighting;Security System;Street Level;Internet;Window Display;Office Equipment,Product Launch;Pop-Up Store,london
2238,34173,1,336.0,1000.0,14000.0,1000.0,4500.0,False,,,Pop Up - Hoxton Square Full Venue,"Beautiful Space 2350 Sq ft space spanning over two floors, ( can be rented separately or together -price divided equally) both with their own street entrance.  Shop front window.  Oak floors throughout .  High ceilings.  Lots of brick and white walls for the perfect backdrop for brands products or events.  A kitchenette on both floors.  Fiber WiFi.

Ground Floor Only - https://www.thestorefront.com/listings/ref/45122
Lower Ground Floor / Basement - https://www.thestorefront.com/listings/ref/45124",,,Greater London,N1 6PB,Event Space,,Electricity;Fitting Rooms;Heating;Kitchen;Lighting;Security System;Stock Room;Street Level;Internet;Window Display;Sound & Video Equipment;Toilets;Ground Floor;Bathroom;Whitebox / Minimal;Industrial;Multiple Rooms,Fashion Show;Private Sale;Art Opening;Product Launch;Pop-Up Store;Fashion Showroom;Food Event;Corporate Event;Shopping Mall;Photoshoot & Filming;Food & Beverage;Shop Share;Photo Shooting,london
2242,34245,28,336.0,,2500.0,,,False,,,Creative office/ studio space for rent in Soho,"Light and airy room​/​workspace which can be used as an office or a creative studio space. Would suit small businesses​,​ designers​,​ artists​,​ photographers or stylists. Perfect for team collaborations or individual projects.

5 Mins from:

- Oxford Circus

- Bond Street

- Piccadilly Circus

Conveniently situated in a recently opened skin and well-being clinic on Beak Street. This space as part of our wider premises​,​ has been featured in Elle Uk as a top Chic Wellness Destination.
Broadband Wi-Fi.",,Carnaby,Greater London,W1F 9RP,Office Space,,Electricity;Heating;Internet;Toilets;Bathroom;Daylight,Office,london
2260,33223,1,,800.0,,1100.0,5000.0,True,200.0,,Daylight Studios West - Studio 1,"2000 SQFT
STAGE W 10M X D 5M
COVE W 5M X H 3.5M X 4M HIGH
OVERHEADRETRACTABLE BLACKOUT + DIFFUSION FABRIC
WIFI
SURROUND SOUND MUSIC SYSTEM
AIR CONDITIONING
MOBILEBEAUTY STATIONS
LARGE CONFERENCE TABLE
CHILL OUT AREA

On top of renting our studio, you can also hire equipment.
On–site – Profoto flash + Aputure continuous lighting + a range of modifiers, stands + grip.",,,Greater London,W10 6QT,Creative Space,,Air Conditioning;Heating;Kitchen;Lighting;Internet;Toilets;Whitebox / Minimal;Garden;Terrace,Photoshoot & Filming;Meeting;Photo Shooting,london
2289,33606,1,,600.0,,,,False,,,Daylight Luxe,"Experience the ultimate in luxury with our stunning daylight photo studio, boasting two floors of space in a beautifully preserved Victorian building. Our clean, modern, and neutral aesthetic is enhanced by the natural daylight that floods the space, perfect for personal branding shoots and elevated content creation. Our various lifestyle setups, including unique furnishings and backdrops, offer endless possibilities for your shoot.

Our unique space spans 750 square feet over two floors and features high ceilings that provide ample natural light. We have three distinct spaces, each with unique furniture and backdrops. The main room boasts a light lime-wash high ceiling wall, while another room features beautiful wooden paneling. The last room has a soft, dreamy cream-coloured wall, creating a perfect backdrop for any shoot.

We take care of every detail to ensure your experience is seamless and stress-free. Our facilities include a hair and beauty station, a steamer, and a clothes rail to ensure your outfits are in top shape. There's also a fitting room/storage area for your convenience. And with a fully equipped kitchen stocked with premium teas, coffee, snacks, and bubbly, you can fuel your creativity and celebrate your accomplishments.

Our studio assistant is always on hand to help throughout your booking, working discreetly from the studio to ensure you have everything you need. You can also connect your own music to our speakers to set the perfect vibe for your shoot.

With free on-site parking, you can arrive stress-free and ready to create magic in our luxurious studio. Come and discover why we are the ultimate destination for elevated content creation!",,,Greater London,SW18 3SX,Photo / Filming Studio,,Furniture;Electricity;Kitchen;Street Level;Internet;Toilets;Living Space;Ground Floor;Garden;Private Parking;Multiple Rooms;Water Access,Product Launch;Photoshoot & Filming;Photo Shooting,london
2292,21716,1,,200.0,2500.0,200.0,1080.0,False,,Event Space In Dalston,Event Space In Dalston,"This is a beautiful new venue, located in the heart of Dalston on Shacklewell Lane, featuring 21 container-like spaces. Pod 4 is the largest space available with a total size of 355 sqft.  

The space features large windows, display windows, spotlights, mezzanine storage, exposed brick and plywood walls that are suitable for hanging. The neighbours are a Barre studio, independent life style brands and a beauty salon. 

Operating hours are from 8am to 9pm.","This is a beautiful new venue, located in the heart of Dalston on Shacklewell Lane, featuring 21 container-like spaces.",Dalston,London,E8 2DA,Container,,Furniture;Electricity;Lighting;Window Display;Sound & Video Equipment;Toilets,Private Sale;Art Opening;Product Launch;Pop-Up Store;Fashion Showroom;Corporate Event;Photoshoot & Filming,london
2293,35021,1,30.0,500.0,7000.0,600.0,2373.0,False,,,The Modern Kitchen Studio To Hire In London,"Located in the heart of Canary Wharf, London, this impeccably designed space is ideal for culinary professionals, photographers, and content creators alike. Boasting top-of-the-line appliances and ample countertop space, it's equipped to bring your vision to life. Whether you're filming cooking classes, creating mouthwatering social media content, or producing professional-grade photographs, our studio provides the perfect backdrop. Elevate your production with a kitchen that's as sleek and contemporary as your culinary artistry. It is a perfect location for cooking lessons, culinary classes or photoshoot Instagram kitchen.",,,Greater London,E14 9TS,Photo / Filming Studio,,Furniture;Electricity;Heating;Kitchen;Lighting;Internet;Toilets;Daylight;Private Parking;Water Access,Product Launch;Food Event;Photoshoot & Filming;Food & Beverage;Photo Shooting,london
2322,35221,1,,500.0,,,,False,,,Irish feel/ comfortable venue for any occasion,"Styled with an old Irish feel/ comfortable, our space is the perfect venue for any occasion. With a fully equipped kitchen and bar. The dark green and white tile of the kitchen pares well with the exposed red brick walls. Hard wood floors and soft furnishings",,,Wembley Park,HA9 8HP,Event Space,,Air Conditioning;Heating;Bathroom;Bar,Late Night Event (after 10pm);Corporate Event;Food & Beverage,london
2351,17671,1,14.0,700.0,,3000.0,6500.0,False,,Knightsbridge Gallery Event Space,Knightsbridge Gallery Event Space,"This well presented gallery space is based on Motcomb street in north Belgravia in Knightsbridge, nearby Harvey Nichols and the well known luxury shopping street of Sloane Street. The area has a wealthy catchment of residents in the area. May visitors visit the street outside of the area. The street has a mix of local independent food and fashion led brands such as Fine Cheese, ON Motcomb, Good Life Eatery, Rococo Chocolates and Ottolenghi. 

The space is arranged over ground and basement floor with an outside terrace, good condition, white walls, evening events can host up to 100 people, amazing outdoor terrace connecting to a large basement area.

This is the perfect space to host an event and launch a new product into the Knightsbridge area.","This well presented gallery space is based on Motcomb street in north Belgravia in Knightsbridge, nearby Harvey Nichols and the well known luxury shopping street of Sloane Street.",Belgravia,London,SW1X 8JU,Art Gallery,,Electricity;Heating;Kitchen;Lighting;Street Level;Toilets;Rooftop,Art Opening;Product Launch;Corporate Event;Photoshoot & Filming,london
2365,27211,1,7.0,150.0,,150.0,750.0,False,,,Photo Studio in Kentish Town,"679 sq ft studio space Colorama background system
Complete privacy from other studios
Suitable for both stills or video

White Walls, White Board, Wifi, Beauty. Makeup Bar, Mirrors
Sink, Cutlery,Crockery, Tea & Coffee, Bluetooth Speakers, WCs

Equipment hire: 2 Ellinchrom heads - 
32 Amp 3 phase power

Great selection of cafes in the vicinity
Good transport links, Parking
2 min walk from tube + overground
Also accessible by bus

Now also available on a studio share contract basis 
Enquire for more info.",,,Greater London,NW5 3AN,Photo / Filming Studio,,Electricity;Fitting Rooms;Internet;Toilets,Photoshoot & Filming;Meeting;Photo Shooting,london
2367,33923,1,2.0,3000.0,,5000.0,,True,400.0,,Old Spitalfields Market bar and event space,"Creative event space and bar in the renowned Old Spitalfields market
Nestled nicely between Liverpool Street and Aldgate East Stations this creative event space is perfect for those wishing to try something a little different. Ideal for private events



We offer a light, inviting ground-floor with a bar area and adjacent toilet. With doors opening into both sides of the market
The space is located within close proximity to Spitalfields Market, Brick Lane, Commercial Street and Whitechapel Road (<5 mins walking distance). An eclectic array of East London shops, restaurants, cafes and bars ensure the location sees a steady footfall throughout the day and into the evening.

Closest Stations on Foot:

Aldgate 3 mins

Aldgate East 4 mins

Liverpool Street 5 mins

Fenchurch Street 7 mins

Shoreditch High Street 9 mins",,,Greater London,EC2A 3EJ,Event Space,,Furniture;Counters;Electricity;Lighting;Stock Room;Street Level;Window Display;Toilets;Living Space;Stunning View;Ground Floor;Bar;Daylight;Liquor Licence;Large Door Entrance;Water Access;Animals Friendly,Fashion Show;Art Opening;Late Night Event (after 10pm);Product Launch;Pop-Up Store;Food Event;Corporate Event;Photoshoot & Filming;Conference;Food & Beverage;Meeting;Shop Share;Photo Shooting,london
