,id,minimum_lease,maximum_lease,daily_price,monthly_price,weekend_price,weekly_price,is_hourly_enabled,hourly_price,seo_title,title,description,seo_description,neighborhood,city,postal_code,space_type,location_type,primary_features__c,ideal_for__c,city_slug
691,30947,365,,,37500.0,,,,,Small Retail Shop near Sheung Wan MTR - High Foot Traffic,Small Retail Shop near Sheung Wan MTR - High Foot Traffic,"This 278sqft (Gross) retail unit is located in Sheung Wan in a very high foot-traffic area.
Ideal for Take-away or Coffee business.
Electricity Supply: 30A TPN (can be upgraded to 60A TPN)
Water Supply","This 278sqft (Gross) retail unit is located in Sheung Wan in a very high foot-traffic area.
Ideal for Take-away or Coffee business.
Electricity Supply: 30A TPN (can be upgraded to 60A TPN)
Water Supply",Sheung Wan,Hong Kong,,Boutique / Shop,,Street Level,Pop-Up Store,hong-kong
694,31061,365,,,150000.0,,,,,"Restaurant for Lease near Lee Garden, Hysan Place",Restaurant for Lease near Lee Garden & Hysan Place,"Ground floor F&B unit of 1,500 sq ft surrounded by Grade A office buildings of Causeway Bay, just a stone's throw from Lee Gardens and Hysan Place.

Luxury retail shops are in the vicinity.

Very popular area during the day and night. Office workers, residents, and tourists visit this neighborhood.

Immediately available.","Ground floor F&B unit of 1,500 sq ft surrounded by Grade A office buildings of Causeway Bay, just a stone's throw from Lee Gardens and Hysan Place.

Luxury retail shops are in the vicinity.

Very popular area during the day and night. Office workers, residents, and tourists visit this neighborhood.

Immediately available.",Causeway Bay,Hong Kong,,Boutique / Shop,,Toilets;Ground Floor,Food & Beverage,hong-kong
700,24962,90,,,16666.0,,,,,Compact Retail Space with High Traffic,Compact Retail Space with High Traffic,"This tiny retail space is located in the popular neighborhood of Soho, Central.

It is ideal for small budgets willing to make the most of the location. Indeed, popping up here will ensure great exposure for your brands and products thanks to high foot traffic.

Come with your stock/idea and start your business in a minute.","This tiny retail space is located in the popular neighborhood of Soho, Central.

It is ideal for small budgets willing to make the most of the location. Indeed, popping up here will ensure great exposure for your brands and products thanks to high foot traffic.

Come with your stock/idea and start your business in a minute.",Central,Hong Kong,,Boutique / Shop,,Electricity;Street Level;Toilets;Whitebox / Minimal,Art Opening;Pop-Up Store;Food & Beverage,hong-kong
701,31308,365,365.0,,441000.0,,,,,First floor for rent close to Harbour City,Showroom space close to Star Ferry Pier for rent,"Nestled in the lively and vibrant area of Tsim Sha Tsui, this 2,940 square feet space is on the first floor with big glass windows facing the street and is available for rent.

A stone's throw from Star Ferry Pier and Harbour City, this is a unique opportunity to seize.

Ceiling Height: 2,95m","Nestled in the lively and vibrant area of Tsim Sha Tsui, this 2,940 square feet space is on the first floor with big glass windows facing the street and is available for rent.

A stone's throw from Star Ferry Pier and Harbour City, this is a unique opportunity to seize.

Ceiling Height: 2,95m",Tsim Sha Tsui,Hong Kong,,Boutique / Shop,,Air Conditioning;Electricity;Lighting;Street Level;Ground Floor,Art Opening;Pop-Up Store;Fashion Showroom,hong-kong
704,31262,365,,,241666.0,,,,,Popular F&B location for rent in Wan CHai,Popular F&B location for rent in Wan Chai,"This location is in the heart of Wan Chai and used to be a very popular address in the neighborhood. 

Surrounded by bars, restaurants, clubs, hotels, and both work and residential towers, this is a great F&B opportunity for anyone willing to open a restaurant or bar. 

With a total of approx. 4,200 sq ft, it can accommodate numerous tables and guests.

Inquire about this location to know more.","This location is in the heart of Wan Chai and used to be a very popular address in the neighborhood. 

Surrounded by bars, restaurants, clubs, hotels, and both work and residential towers, this is a great F&B opportunity for anyone willing to open a restaurant or bar. 

With a total of approx. 4,200 sq ft, it can accommodate numerous tables and guests.

Inquire about this location to know more.",Wan Chai,Hong Kong,,Restaurant / Bar / Cafe,,Air Conditioning;Electricity;Kitchen;Lighting;Internet;Sound & Video Equipment;Toilets,Food & Beverage,hong-kong
707,22655,30,,,41666.0,,,,,"Ideal Location for a Pop-Up Shop on a trendy street of Central, Hong Kong.","Ideal Location on a trendy street of Central, Hong Kong","This Retail Space for rent is situated in the bustling area of Central. It is an ideal location for brands to host a Pop-Up Store or Product Launch.

Surrounded by fashion retailers and popular art galleries, this space is great for artists and designers to gain exposure in a creative setting.",This Retail Space for rent is situated in the bustling area of Central.,,Hong Kong,,Boutique / Shop,,Street Level;Toilets,Private Sale;Product Launch;Pop-Up Store,hong-kong
710,30811,7,,,15000.0,,4000.0,,,Multi purpose space for rent,多用途地舖,我們的地舖能夠滿足租客不同的需求，不論是臨時辦公室，乾貨買賣，產品展覽，會議室，補習社等等。 一一都可以，請隨便過來看看。,"Our ground floor can meet the different needs of tenants, whether it is a temporary office, goods sales, product exhibitions, conference rooms, tuition centers, etc. 

All are available, please come and have a look.",Sham Shui Po,Hong Kong,,Shop Share,,Air Conditioning;Furniture;Counters;Fitting Rooms;Lighting;Security System;Stock Room;Street Level;Internet;Office Equipment;Large Door Entrance;Multiple Rooms,Private Sale;Art Opening;Product Launch;Pop-Up Store;Fashion Showroom;Photoshoot & Filming;Conference;Meeting;Office;Shop Share;Photo Shooting,hong-kong
712,30988,365,,,78333.0,,,,,,Ground Floor shop in the heart of Wanchai's Shopping Area,"This 1,253sqft (Gross) Retail space is located in one of the most iconic and affluent areas of Wanchai. It benefits from a very high foot-traffic with a good mix of retail brands and F&B businesses.",,Wan Chai,Hong Kong,,Boutique / Shop,,Ground Floor,Pop-Up Store;Food & Beverage,hong-kong
735,31241,365,,,114000.0,,,,,,F&B Unit in Prime Residential Area in Tseung Kwan O,"This 1,823sqft (Gross) F&B Shop is located in a brand new residential building. This shop benefits from high foot traffic from nearby residents.

Available Immediately.
Electricity: 200A
Water & Drainage",,Tseung Kwan O,Hong Kong,,Boutique / Shop,,Air Conditioning;Ground Floor,Pop-Up Store;Food & Beverage,hong-kong
741,8694,1,14.0,20000.0,,25000.0,120000.0,False,,Versatile Art Gallery in Kowloon,Versatile Art Gallery in Kowloon,"Located in Kowloon, this 13,000 square feet Pop-Up gallery is available for short term exhibition from 3 days up to 2 weeks. The art gallery currently  holds a prestigious status and is a leading gallery of Chinese fine art. 

The gallery is currently located on the 3rd floor of an urban building. The space holds contemporary and traditional art exhibits. It is spacious and has beige walls. It is also fitted with lighting which brightens up the entire gallery. 

The landlord encourages exhibits of contemporary and traditional art and sculptures. The advantages of the gallery are that it is fitted with a main Hall 1 and Hall 2, a storage room and a seated corner fitted for press and media interview. The gallery may also fit 100 people or more.","Located in Kowloon, this 13,000 square feet Pop-Up gallery is available for short term exhibition from 3 days up to 2 weeks.",To Kwa Wan,Hong Kong,,Art Gallery,,Air Conditioning;Furniture;Electricity;Lighting;Stock Room;Internet;Sound & Video Equipment;Toilets,Fashion Show;Private Sale;Art Opening;Product Launch;Fashion Showroom;Corporate Event;Photoshoot & Filming,hong-kong
752,32263,365,,,62500.0,,,False,,Fully Furnished and Equipped F&B unit in Central,Fully Furnished and Equipped F&B unit in Central,"Fully furnished and equipped unit ideal for a restaurant or takeaway with High footfall in the heart of lively Central.

Government rates = $3,150 per month
Management Fee = $3,386 per month","Fully furnished and equipped unit ideal for a restaurant or takeaway with High footfall in the heart of lively Central.

Government rates = $3,150 per month
Management Fee = $3,386 per month",Central,Hong Kong,,Restaurant / Bar / Cafe,,Air Conditioning;Electricity,Pop-Up Store;Food & Beverage,hong-kong
756,31736,365,,,150000.0,,,,,,Semi-Retail space for Lease in Yau Tsim Mong District,"This 3,627 sqft (Gross) is located 1min walk from Jordan MTR.
Town Gas available
Ceiling Height: 3.15m
Net area: 2,261 (not verified)
Power Supply: 200A TPN",,Tsim Sha Tsui,Hong Kong,,Restaurant / Bar / Cafe,,Toilets;Elevator;Raw,Food Event;Office,hong-kong
757,31708,365,,,1.0,,,,,Prominent corner shop for lease in Tsim Sha Tsui,Prominent corner shop for lease in Tsim Sha Tsui,"It is ideally located in the heart of Tsim Sha Tsui at a stone's throw from the MTR station.

Surrounded by top-tier hotels, shopping malls, flagship stores, shops, restaurants, and bars...

GROSS AREA:

G/F = 3,616 sq ft
1/F = 5,235 sq ft
2/F = 5,027 sq ft","It is ideally located in the heart of Tsim Sha Tsui at a stone's throw from the MTR station.

Surrounded by top-tier hotels, shopping malls, flagship stores, shops, restaurants, and bars...

GROSS AREA:

G/F = 3,616 sq ft
1/F = 5,235 sq ft
2/F = 5,027 sq ft",Tsim Sha Tsui,Hong Kong,,Boutique / Shop,,Street Level,Pop-Up Store,hong-kong
762,30315,365,,,100000.0,,,,,Prime Shop for Lease on Canton Road,Prime Shop for Lease on Canton Road,"PRIME SHOP FOR LEASE

G/F: 1,000 sq. ft. (Gross)

Approximately 14 feet onto Canton Road

Negotiable (exclusive of rates & management fee)

Immediately Available

60A TPN, Fresh Water, and drainage

Surrounding brands: Sa Sa Cosmetics, Chow Tai Fook, Apple Store, Bank of China, Juvenia Watch, Moncler, Piaget, etc.","PRIME SHOP FOR LEASE

G/F: 1,000 sq. ft. (Gross)

Approximately 14 feet onto Canton Road

Negotiable (exclusive of rates & management fee)

Immediately Available

60A TPN, Fresh Water, and drainage

Surrounding brands: Sa Sa Cosmetics, Chow Tai Fook, Apple Store, Bank of China, Juvenia Watch, Moncler, Piaget, etc.",Tsim Sha Tsui,Hong Kong,,Boutique / Shop,,Ground Floor,Pop-Up Store,hong-kong
763,31363,365,,,1.0,,,,,Restaurant for Lease in busy Sheung Wan,Restaurant for Lease in busy Sheung Wan,"Restaurant unit for lease in a very affluent street of Sheung Wan. 
This location is ideal to open a restaurant with many office workers and residents visiting all week and weekend long.","Restaurant unit for lease in a very affluent street of Sheung Wan. 
This location is ideal to open a restaurant with many office workers and residents visiting all week and weekend long.",Sheung Wan,Hong Kong,,Restaurant / Bar / Cafe,,Ground Floor,Food & Beverage,hong-kong
767,31672,365,,,1.0,,,,,Prime shop for lease in busy Tsim Sha Tsui,Prime shop for lease in busy Tsim Sha Tsui,"Prime retail space for rent in busy Tsim Sha Tsui.

This unit is located a stone's throw from the MTR exit Station, close to I:square.
It is surrounded by shops, shopping malls, restaurants, hotels, and bars.","Prime retail space for rent in busy Tsim Sha Tsui.

This unit is located a stone's throw from the MTR exit Station, close to I:square.
It is surrounded by shops, shopping malls, restaurants, hotels, and bars.",Tsim Sha Tsui,Hong Kong,,Boutique / Shop,,Ground Floor,Pop-Up Store;Food & Beverage,hong-kong
775,12205,5,7.0,60000.0,,60000.0,,False,,Vast Pop-Up Store in Central,Vast Pop-Up Store in Central,"Situated in upmarket Central close to a number of shopping malls, this upmarket pop-up store is an excellent location for brands to host a Pop-Up Store or Private Sale.

With an extensive frontage and elegant display windows, this pop-up store offers good visibility and the shop is filled with natural light. 
This modern pop-up store is stylish with amazing interiors of spotlights and white walls which create a well-lit atmosphere. With facilities including air-conditioning and electricity, this shop can accommodate a range of pop-up stores.

Situated close to the MTR station and surrounded by commercial buildings and shopping malls, this shop is well-located for pop-up stores and private sales.","Situated in upmarket Central close to a number of shopping malls, this upmarket pop-up store is an excellent location for brands to host a Pop-Up Store or Private Sale.",Central,Hong Kong,,Boutique / Shop,,Air Conditioning;Electricity;Lighting,Private Sale;Pop-Up Store,hong-kong
778,31475,365,,,150000.0,,,,,Office space for Lease in front of Exchange Square,Office space for Lease in front of Exchange Square & IFC,"Asking rent = HK$180,000 @$71.00 psf

- Staircase connected to Connaught Road Central
- Large windows facing Exchange Square footbridge

Management fee: HK$13,937.00 per month @$5.50 psf","Asking rent = HK$180,000 @$71.00 psf

- Staircase connected to Connaught Road Central
- Large windows facing Exchange Square footbridge

Management fee: HK$13,937.00 per month @$5.50 psf",Central,Hong Kong,,Office Space,,Electricity;Ground Floor,Fashion Show;Private Sale;Art Opening;Product Launch;Fashion Showroom;Corporate Event;Photoshoot & Filming,hong-kong
779,31478,365,,,53584.0,,,,,Office unit for rent with view on IFC,Office unit for rent with view on IFC,FITTED OFFICE with A/C. Availability: IMMEDIATE. View on IFC,"FITTED OFFICE with A/C

Availability: IMMEDIATE",Central,Hong Kong,,Office Space,,Electricity;Elevator,Fashion Showroom;Office,hong-kong
781,9030,30,360.0,,291666.0,,,,,Prominent Corner Shop Near Lan Kwai Fong,Prominent Corner Shop Near Lan Kwai Fong,"Nestled in the lively and vibrant area of Central, this 2000 square feet empty space is available to rent for all kinds of pop-up events.

It is an intersection of two busy roads in Central, very close to Lan Kwai Fong, so it definitely attracts people from different walks of life, your pop-up and brand can definitely benefit from the high visibility here.

It spreads over G/F and a cockloft, equipped with white walls, and big windows, allowing abundant natural lights to create a fresh environment.","Nestled in the lively and vibrant area of Central, this 2000 square feet empty space is available to rent for all kinds of pop-up events.",Central,Hong Kong,,Boutique / Shop,,Electricity;Lighting;Street Level,Pop-Up Store,hong-kong
783,31480,365,,,69865.0,,,,,Fitted Unit for rent in Central,Fitted Unit for rent in Central,"FITTED UNIT for LEASE in CENTRAL

with A/C 

1,421 sq ft.

Asking rent = $83,839 @ $59.00 psf

Availability: IMMEDIATE.","FITTED UNIT for LEASE in CENTRAL

with A/C 

1,421 sq ft.

Asking rent = $83,839 @ $59.00 psf

Availability: IMMEDIATE.",Central,Hong Kong,,Office Space,,Electricity;Elevator,Fashion Showroom;Office,hong-kong
799,31526,90,180.0,,66666.0,,,,,Retail Pop-up space for hire in Jordan,Retail Pop-up space for hire in Jordan,"This mall shop boasts 955 sq ft (gross) and is immediately available.

It is advantageously located in the vibrant area of Jordan close to MTR station which is a great venue for a mall shop.

With a beautiful frontage and large display windows, this mall shop offers good visibility and the mall shop is filled with natural light. The shop has a welcoming atmosphere with a creative edge. With facilities including basic lighting and air-conditioning, this mall shop can accommodate a range of brands.

Advantageously situated in the popular area of Jordan close to MTR station, this shop is in a prime location, with an entrance facing the city's main artery, Nathan Road. It is an exceptional opportunity in a highly sought after area and perfect for brands and startups to bridge the gap between online and offline retail.","This bright mall shop is advantageously located in the vibrant area of Jordan close to MTR station which is a great venue for a mall shop.

With a beautiful frontage and large display windows, this mall shop offers good visibility and the mall shop is filled with natural light. The shop has a welcoming atmosphere with a creative edge. With facilities including basic lighting and air-conditioning, this mall shop can accommodate a range of brands.

Advantageously situated in the popular area.",Jordan,Hong Kong,,Boutique / Shop,,Air Conditioning;Electricity;Lighting;Street Level;Window Display,Pop-Up Store;Shopping Mall,hong-kong
800,31528,90,180.0,,58333.0,,,,,Large retail space for lease in Jordan,Large retail space for lease in Jordan,"This mall shop boasts 3,063 sq ft (gross) and is immediately available.

It is advantageously located in the vibrant area of Jordan close to MTR station which is a great venue for a mall shop.

With a beautiful frontage and large display windows, this mall shop offers good visibility and the mall shop is filled with natural light. The shop has a welcoming atmosphere with a creative edge. With facilities including basic lighting and air-conditioning, this mall shop can accommodate a range of brands.

Advantageously situated in the popular area of Jordan close to MTR station, this shop is in a prime location, with an entrance facing the city's main artery, Nathan Road. It is an exceptional opportunity in a highly sought-after area and perfect for brands and startups to bridge the gap between online and offline retail.","This bright mall shop is advantageously located in the vibrant area of Jordan close to MTR station which is a great venue for a mall shop.

With a beautiful frontage and large display windows, this mall shop offers good visibility and the mall shop is filled with natural light. The shop has a welcoming atmosphere with a creative edge. With facilities including basic lighting and air-conditioning, this mall shop can accommodate a range of brands.

Advantageously situated in the popular area.",Jordan,Hong Kong,,Boutique / Shop,,Air Conditioning;Electricity;Lighting;Street Level;Window Display,Pop-Up Store;Shopping Mall,hong-kong
802,31711,365,,,1.0,,,,,Ground floor shop for lease on Des Voeux Road,Ground floor shop for lease on Des Voeux Road,"A unit of 454 sq ft for rent on Des Voeux Road. 

Ideal for a small takeaway/ delivery restaurant or coffee shop. 

Lots of office and residential towers around this location with great footfall.","A unit of 454 sq ft for rent on Des Voeux Road. 

Ideal for a small takeaway/ delivery restaurant or coffee shop. 

Lots of office and residential towers around this location with great footfall.",Sheung Wan,Hong Kong,,Boutique / Shop,,Street Level,Pop-Up Store,hong-kong
808,9334,1,1.0,10000.0,,10000.0,,False,,銅鑼灣零售店出租,銅鑼灣零售店出租,"這 500 平方尺的店舖位於銅鑼灣的中心地帶，距離銅鑼灣港鐵站僅 5 分鐘路程。
這家商店可以隨時搬入, 並且擁有簡約舒適的室內設計，是藝術展覽、Pop-Up快閃活動、時裝表演、產品發布會、雞尾酒會和室內活動的理想場所。
為了滿足您的需求，靈活的設置是可以考慮。","這 500 平方尺的店舖位於銅鑼灣的中心地帶，距離銅鑼灣港鐵站僅 5 分鐘路程。
這家商店可以隨時搬入, 並且擁有簡約舒適的室內設計，是藝術展覽、Pop-Up快閃活動、時裝表演、產品發布會、雞尾酒會和室內活動的理想場所。
為了滿足您的需求，靈活的設置是可以考慮。",Causeway Bay (West),Hong Kong,,Boutique / Shop,,Air Conditioning;Furniture;Garment Rack;Counters;Electricity;Fitting Rooms;Lighting;Stock Room;Street Level;Internet;Window Display;Office Equipment;Sound & Video Equipment;Toilets;Ground Floor,Fashion Show;Private Sale;Art Opening;Product Launch;Pop-Up Store;Fashion Showroom;Corporate Event;Photoshoot & Filming,hong-kong
816,31479,365,,,44495.0,,,,,Fitted Unit for rent in Central,Fitted Unit for rent in Central,"Unit with Clinic fit-out. 

905 sq ft.

Asking rent = $53,395 @ $59.00 psf

Availability: IMMEDIATE.","Unit with Clinic fit-out. 

905 sq ft.

Asking rent = $53,395 @ $59.00 psf

Availability: IMMEDIATE.",Central,Hong Kong,,Office Space,,Electricity;Elevator,Fashion Showroom;Office,hong-kong
823,8987,7,365.0,,,,210000.0,False,,中環寬敞Pop-Up 快閃店出租,中環寬敞Pop-Up 快閃店出租,"它位於中環主要街道一幢商業大廈的地面層，享有附近商業中心非常繁忙的人流量。

這家店配有電和廁所。 它由一個大的主房間和一個巨大的地下室組成，白色的牆壁，灰色的混凝土地板和入口處的櫥窗展示，讓品牌在中環的心臟地帶打造一個引人注目的商店。 這絕對是通過快閃店促進業務發展的理想場所。

備註：

電費必須由租戶承擔
電費需要登記在租戶名下
樓底高度：3.2M至4.4M（大約）
地面承重：5kPa
電力：100Amp 
冷氣供應時間：上午 9 點至晚上 7 點（每天）
商店營業時間：上午 9 點至晚上 7 點（每天）或雙方同意","它位於中環主要街道一幢商業大廈的地面層，享有附近商業中心非常繁忙的人流量。

這家店配有電和廁所。 它由一個大的主房間和一個巨大的地下室組成，白色的牆壁，灰色的混凝土地板和入口處的櫥窗展示，讓品牌在中環的心臟地帶打造一個引人注目的商店。 這絕對是通過快閃店促進業務發展的理想場所。

備註：

電費必須由租戶承擔
電費需要登記在租戶名下
樓底高度：3.2M至4.4M（大約）
地面承重：5kPa
電力：100Amp 
冷氣供應時間：上午 9 點至晚上 7 點（每天）
商店營業時間：上午 9 點至晚上 7 點（每天）或雙方同意",Central,Hong Kong,,Boutique / Shop,,Air Conditioning;Electricity;Lighting;Street Level;Window Display;Toilets;Ground Floor;Whitebox / Minimal;Large Door Entrance,Fashion Show;Art Opening;Product Launch;Pop-Up Store,hong-kong
837,32708,365,,,250000.0,,,False,,Retail space on lower floor of Grade A building in Central,Retail space on lower floor of Grade A building in Central,"Large shop on the second floor of a Grade A building in Central. 

Size: 3,416 sq ft (GFA) - $11.30 / per sq foot

- Bare shell
- Town Gas
- Electricity: 200 Amp
- Floor loading: 5 kPa
- Air-con: 12 hrs (Mon-Sun: 9am to 9pm)","Large shop on the second floor of a Grade A building in Central. 

Size: 2,588 sq ft (GFA) - $11.30 / per sq foot

- Bare shell
- Town Gas
- Electricity: 250 Amp
- Approx. Floor Height: 3.2M;
- Floor loading: 5 kPa
- Air-con: 12 hrs (Mon-Sun: 9am to 9pm)",Central,Hong Kong,,Boutique / Shop,,Air Conditioning;Electricity;Internet;Toilets,Art Opening;Pop-Up Store,hong-kong
843,27849,1,,1.0,,,,True,1.0,中環活動場地租用,中環活動場地租用,"Wingman位於中環.
這個可容納45人的活動場地共700 平方尺，非常適合舉辦生日派對, 私人派對, 公司活動.
每位HK$350起.
立即查詢, 並索取報價","Wingman位於中環.
這個可容納45人的活動場地共700 平方尺，非常適合舉辦生日派對, 私人派對, 公司活動.
每位HK$350起.
立即查詢, 並索取報價",Central,Hong Kong,,Restaurant / Bar / Cafe,,Air Conditioning;Electricity;Kitchen;Lighting;Internet;Sound & Video Equipment;Toilets;Bar;Elevator;Liquor Licence,Food Event;Corporate Event;Food & Beverage,hong-kong
845,31799,365,,,43333.0,,,,,Corner shop for rent in Happy Valley,Corner shop for rent in Happy Valley,"This unit is available starting from April 2023.

It is located in Happy Valley, a stone's throw from Wong Nai Chung Wet Market, and surrounded by residential towers.

Management Fee: HK$450 per month
Government Rates: HK$6,900 per quarter","This unit is available starting from April 2023.
It is located in Happy Valley, a stone's throw from Wong Nai Chung Wet Market, and surrounded by residential towers.
Management Fee: HK$450 per month
Government Rates: HK$6,900 per quarter",Happy Valley,Hong Kong,,Boutique / Shop,,Ground Floor,Pop-Up Store,hong-kong
854,29400,365,,,150000.0,,,,,Large space in Tsim Sha Tsui ideal for F&B,Large space in Tsim Sha Tsui ideal for F&B or Office,"This 3-story unit is well located in Tsim Sha Tsui a few steps away from Jordan MTR station.

It is surrounded by restaurants, bars, shops, and hotels.

It boasts over 3,500 sq ft on three floors in ""clean"" bare shell condition.

The landlord can consider renting out the floors separately.","This 3-story unit is well located in Tsim Sha Tsui a few steps away from Jordan MTR station.

It is surrounded by restaurants, bars, shops, and hotels.

It boasts over 3,500 sq ft on three floors in ""clean"" bare shell condition.

The landlord can consider renting out the floors separately.",Tsim Sha Tsui,Hong Kong,,Boutique / Shop,,Ground Floor,Art Opening;Pop-Up Store;Food & Beverage,hong-kong
857,31527,90,180.0,,66666.0,,,,,Retail Pop-up space for lease in Jordan,Retail Pop-up space for lease in Jordan,"This mall shop boasts 807 sq ft (gross) and is immediately available.

It is advantageously located in the vibrant area of Jordan close to MTR station which is a great venue for a mall shop.

With a beautiful frontage and large display windows, this mall shop offers good visibility and the mall shop is filled with natural light. The shop has a welcoming atmosphere with a creative edge. With facilities including basic lighting and air-conditioning, this mall shop can accommodate a range of brands.

Advantageously situated in the popular area of Jordan close to MTR station, this shop is in a prime location, with an entrance facing the city's main artery, Nathan Road. It is an exceptional opportunity in a highly sought after area and perfect for brands and startups to bridge the gap between online and offline retail.","This bright mall shop is advantageously located in the vibrant area of Jordan close to MTR station which is a great venue for a mall shop.

With a beautiful frontage and large display windows, this mall shop offers good visibility and the mall shop is filled with natural light. The shop has a welcoming atmosphere with a creative edge. With facilities including basic lighting and air-conditioning, this mall shop can accommodate a range of brands.

Advantageously situated in the popular area.",Jordan,Hong Kong,,Boutique / Shop,,Air Conditioning;Electricity;Lighting;Street Level;Window Display,Pop-Up Store;Shopping Mall,hong-kong
864,26211,180,,,60000.0,,,,,Small Ground Floor Shop for Rent in Causeway Bay,Small Ground Floor Shop for Rent in Causeway Bay,Rent this well-located shop and start selling in one of the busiest shopping areas of Hong Kong.,,Causeway Bay,Hong Kong,,Boutique / Shop,,Electricity;Street Level,Private Sale;Art Opening;Product Launch;Pop-Up Store,hong-kong
865,10814,365,732.0,,91666.0,,,,,Shop for rent in Busy Central,Shop for rent in Busy Central,"This 800 square feet space is located in the energetic neighbourhood of Central and it is now available for brands and designers to open pop-up stores. The heavy foot traffic in the area is contributed by locals as well as tourists, since it is just a few minutes away from the SoHo area and the famous hangout spot in Hong Kong, Lan Kwai Fong. 

The space is located on the ground level of a residential building. In addition with a large glass winow display, brands can definitely gain the largest exposure. 

This charming space consists of a large room and a toilet. Its white walls and brown floors create a nice contrast, giving a nice and cozy atmosphere. Brands can take advantage of the high ceiling and the freshness of the space, turn the place into a eye-catching and vibrant pop-up store!",This 800 square feet space is located in the energetic neighbourhood of Central and it is now available for brands and designers to open pop-up stores.,Central,Hong Kong,,Boutique / Shop,,Air Conditioning;Electricity;Lighting;Street Level;Window Display;Toilets,Product Launch;Pop-Up Store,hong-kong
871,29733,365,,,56666.0,,,,,Ground Floor unit for rent close to Tai Ping Shan,Ground Floor unit for rent close to Tai Ping Shan,"This unit is very well located on Hollywood Road, close to the affluent and trendy neighborhood of Tai Ping Shan.

This unit is ideal to settle a shop, a gallery, or a takeaway food business.","This unit is very well located on Hollywood Road, close to the affluent and trendy neighborhood of Tai Ping Shan.

This unit is ideal to settle a shop, a gallery, or a takeaway food business.",Sheung Wan,Hong Kong,,Boutique / Shop,,Ground Floor,Art Opening;Pop-Up Store,hong-kong
874,29990,365,,,1.0,,,,,Commercial unit for Sale in Happy Valley,Commercial unit for Sale in Happy Valley,"******COMMERCIAL UNIT FOR SALE******

Commercial unit for sale in affluent Happy Valley and close to anchor shops.

This unit boasts a total of 2,100 sq ft on two stories.

I can be suitable for a restaurant, a bar or a coffee place or a shop.","******COMMERCIAL UNIT FOR SALE******

Commercial unit for sale in affluent Happy Valley and close to anchor shops.

This unit boasts a total of 2,100 sq ft on two stories.

I can be suitable for a restaurant, a bar or a coffee place or a shop.",Happy Valley,Hong Kong,,Boutique / Shop,,Ground Floor,Pop-Up Store;Food & Beverage,hong-kong
876,30188,365,,,133333.0,,,,,Corner shop for rent in residential area of Happy Valley,Corner shop for rent in residential area of Happy Valley,"G/F - Approx. 1,300 

Frontage: Approx. 22 ft. 7 inch'

Depth:  Approx. 57 ft.

Askign rent = HK$160,000.00 per month","G/F - Approx. 1,300 

Frontage: Approx. 22 ft. 7 inch'

Depth:  Approx. 57 ft.

Askign rent = HK$160,000.00 per month",Happy Valley,Hong Kong,,Boutique / Shop,,Ground Floor,Pop-Up Store;Food & Beverage,hong-kong
884,32074,365,,,83333.0,,,False,,Prime Location for Rent in the heart of Central,Prime Location for Rent in the heart of Central,"Individual Main Entrance & Staircase,  Large Window with Open Street View

*  Asking Rental  :  HK$100,000 / month  (exclusive of rates & management fee)

*  Gross Floor Area :  G/F - 550 sq. ft.  +  M/F - 550 sq. ft.",,Central,Hong Kong,,Boutique / Shop,,Ground Floor,Pop-Up Store,hong-kong
885,32652,365,,,155833.0,,,False,,Restaurant for lease in North Point,Restaurant for lease in North Point,"Size: 2,02 sq ft Gross

$90 per square foot

Govt. Rates per month: $8,019
Mgt. Fee per month: $1,929",,North Point,Hong Kong,,Restaurant / Bar / Cafe,,Ground Floor,Food & Beverage,hong-kong
903,29407,365,,,100000.0,,,,,Compact retail unit for rent in Tsim Sha Tsui,Compact retail unit for rent in Tsim Sha Tsui,"With 455 sq ft on the Ground Floor and the same area on the 1st floor, this retail unit is perfect to settle a small business on one of the most affluent streets of Tsim Sha Tsui.","With 455 sq ft on the Ground Floor and the same area on the 1st floor, this retail unit is perfect to settle a small business on one of the most affluent streets of Tsim Sha Tsui.",Tsim Sha Tsui,Hong Kong,,Boutique / Shop,,Street Level,Pop-Up Store,hong-kong
905,29496,365,,,61500.0,,,,,,Sea View Office in Sheung Wan,This 2875sqft Office Space is located on Connaught Road in Sheung Wan. It is subdivided into 4 smaller office spaces.,,Sheung Wan,Hong Kong,,Office Space,,Air Conditioning;Electricity;Lighting;Bathroom;Elevator,Office,hong-kong
906,16195,30,60.0,,18600.0,,,,,Attractive Mall Booth in Kwun Tong,Attractive Mall Booth in Kwun Tong,"Located in the highest foot traffic mall in Kwun Tong, this booth is most suitable for food or drink product launches. Sitting outside of a popular supermarket in the L/G, the natural high footfall will definitely bring in high attention to your pop-up idea.

Remarks:

Size: 10ft.(W) x 10ft.(D)","Located in the highest foot traffic mall in Kwun Tong, this booth is most suitable for food or drink product launches.",Kwun Tong,Hong Kong,,Booth / Kiosk / Stand,,Air Conditioning;Electricity,Shopping Mall,hong-kong
